city,state,month,count,diseaseWiseCount,diseaseWiseMonth
Bengaluru,Karnataka,October 2024,49,0.0,0
Bengaluru,Karnataka,October 2024,49,0.0,0
Bengaluru,Karnataka,October 2024,49,0.0,0
Bengaluru,Karnataka,September 2024,59,0.0,0
Bengaluru,Karnataka,September 2024,59,0.0,0
Bengaluru,Karnataka,September 2024,59,0.0,0
Bengaluru,Karnataka,August 2024,13,0.0,0
Bengaluru,Karnataka,August 2024,13,0.0,0
Bengaluru,Karnataka,August 2024,13,0.0,0
Tiruchirappalli,Tamil Nadu,October 2024,209,0.0,0
Tiruchirappalli,Tamil Nadu,October 2024,209,0.0,0
Tiruchirappalli,Tamil Nadu,October 2024,209,0.0,0
Tiruchirappalli,Tamil Nadu,September 2024,54,0.0,0
Tiruchirappalli,Tamil Nadu,September 2024,54,0.0,0
Tiruchirappalli,Tamil Nadu,September 2024,54,0.0,0
Tiruchirappalli,Tamil Nadu,August 2024,36,0.0,0
Tiruchirappalli,Tamil Nadu,August 2024,36,0.0,0
Tiruchirappalli,Tamil Nadu,August 2024,36,0.0,0
Tiruchirappalli,Tamil Nadu,October 2024,202,0.0,0
Tiruchirappalli,Tamil Nadu,October 2024,202,0.0,0
Tiruchirappalli,Tamil Nadu,September 2024,21,0.0,0
Tiruchirappalli,Tamil Nadu,September 2024,21,0.0,0
Tiruchirappalli,Tamil Nadu,August 2024,0,0.0,0
Tiruchirappalli,Tamil Nadu,August 2024,0,0.0,0
Tiruchirappalli,Tamil Nadu,October 2024,0,0.0,0
Tiruchirappalli,Tamil Nadu,September 2024,0,0.0,0
Tiruchirappalli,Tamil Nadu,August 2024,0,0.0,0
New Delhi,Delhi,October 2024,1,0.0,0
New Delhi,Delhi,October 2024,1,0.0,0
New Delhi,Delhi,September 2024,0,0.0,0
New Delhi,Delhi,September 2024,0,0.0,0
New Delhi,Delhi,August 2024,73,0.0,0
New Delhi,Delhi,August 2024,73,0.0,0
Chittoor,Andhra Pradesh,October 2024,10,0.0,0
Chittoor,Andhra Pradesh,October 2024,10,0.0,0
Chittoor,Andhra Pradesh,October 2024,10,0.0,0
Chittoor,Andhra Pradesh,September 2024,7,0.0,0
Chittoor,Andhra Pradesh,September 2024,7,0.0,0
Chittoor,Andhra Pradesh,September 2024,7,0.0,0
Chittoor,Andhra Pradesh,August 2024,6,0.0,0
Chittoor,Andhra Pradesh,August 2024,6,0.0,0
Chittoor,Andhra Pradesh,August 2024,6,0.0,0
Madurai,Tamil Nadu,October 2024,1,0.0,0
Madurai,Tamil Nadu,October 2024,1,0.0,0
Madurai,Tamil Nadu,September 2024,14,0.0,0
Madurai,Tamil Nadu,September 2024,14,0.0,0
Madurai,Tamil Nadu,August 2024,0,0.0,0
Madurai,Tamil Nadu,August 2024,0,0.0,0
Sri Vijaya Puram,Andaman and Nicobar Islands,October 2024,3,0.0,0
Sri Vijaya Puram,Andaman and Nicobar Islands,September 2024,0,0.0,0
Sri Vijaya Puram,Andaman and Nicobar Islands,August 2024,0,0.0,0
Lusaka,Lusaka Province,October 2024,20,0.0,0
Lusaka,Lusaka Province,September 2024,0,0.0,0
Lusaka,Lusaka Province,August 2024,0,0.0,0
Sindagi,Karnataka,October 2024,20,0.0,0
Sindagi,Karnataka,October 2024,20,0.0,0
Sindagi,Karnataka,September 2024,34,0.0,0
Sindagi,Karnataka,September 2024,34,0.0,0
Sindagi,Karnataka,August 2024,0,0.0,0
Sindagi,Karnataka,August 2024,0,0.0,0
Hazaribagh,Jharkhand,October 2024,15,0.0,0
Hazaribagh,Jharkhand,October 2024,15,0.0,0
Hazaribagh,Jharkhand,September 2024,62,0.0,0
Hazaribagh,Jharkhand,September 2024,62,0.0,0
Hazaribagh,Jharkhand,August 2024,0,0.0,0
Hazaribagh,Jharkhand,August 2024,0,0.0,0
Shahdol,Madhya Pradesh,October 2024,138,0.0,0
Shahdol,Madhya Pradesh,October 2024,138,0.0,0
Shahdol,Madhya Pradesh,September 2024,164,0.0,0
Shahdol,Madhya Pradesh,September 2024,164,0.0,0
Shahdol,Madhya Pradesh,August 2024,0,0.0,0
Shahdol,Madhya Pradesh,August 2024,0,0.0,0
Bokaro Steel City,Jharkhand,October 2024,24,0.0,0
Bokaro Steel City,Jharkhand,October 2024,24,0.0,0
Bokaro Steel City,Jharkhand,September 2024,22,0.0,0
Bokaro Steel City,Jharkhand,September 2024,22,0.0,0
Bokaro Steel City,Jharkhand,August 2024,0,0.0,0
Bokaro Steel City,Jharkhand,August 2024,0,0.0,0
Thekkalur,Tamil Nadu,October 2024,17,0.0,0
Thekkalur,Tamil Nadu,October 2024,17,0.0,0
Thekkalur,Tamil Nadu,September 2024,17,0.0,0
Thekkalur,Tamil Nadu,September 2024,17,0.0,0
Thekkalur,Tamil Nadu,August 2024,0,0.0,0
Thekkalur,Tamil Nadu,August 2024,0,0.0,0
Pune,Maharashtra,October 2024,8,0.0,0
Pune,Maharashtra,October 2024,8,0.0,0
Pune,Maharashtra,September 2024,21,0.0,0
Pune,Maharashtra,September 2024,21,0.0,0
Pune,Maharashtra,August 2024,0,0.0,0
Pune,Maharashtra,August 2024,0,0.0,0
Hyderabad,Telangana,October 2024,0,0.0,0
Hyderabad,Telangana,September 2024,110,0.0,0
Hyderabad,Telangana,August 2024,0,0.0,0
Hyderabad,Telangana,October 2024,0,0.0,0
Hyderabad,Telangana,September 2024,0,0.0,0
Hyderabad,Telangana,August 2024,0,0.0,0
Hyderabad,Telangana,October 2024,41,0.0,0
Hyderabad,Telangana,October 2024,41,0.0,0
Hyderabad,Telangana,September 2024,47,0.0,0
Hyderabad,Telangana,September 2024,47,0.0,0
Hyderabad,Telangana,August 2024,0,0.0,0
Hyderabad,Telangana,August 2024,0,0.0,0
Bengaluru,Karnataka,October 2024,52,0.0,0
Bengaluru,Karnataka,September 2024,0,0.0,0
Bengaluru,Karnataka,August 2024,0,0.0,0
Bengaluru,Karnataka,October 2024,138,0.0,0
Bengaluru,Karnataka,September 2024,0,0.0,0
Bengaluru,Karnataka,August 2024,0,0.0,0
Hyderabad,Telangana,October 2024,222,0.0,0
Hyderabad,Telangana,September 2024,0,0.0,0
Hyderabad,Telangana,August 2024,0,0.0,0
Chennai,Tamil Nadu,October 2024,15,0.0,0
Chennai,Tamil Nadu,September 2024,0,0.0,0
Chennai,Tamil Nadu,August 2024,0,0.0,0
Navi Mumbai,Maharashtra,October 2024,16,0.0,0
Navi Mumbai,Maharashtra,September 2024,0,0.0,0
Navi Mumbai,Maharashtra,August 2024,0,0.0,0
Baga,Goa,October 2024,0,0.0,0
Baga,Goa,September 2024,0,0.0,0
Baga,Goa,August 2024,0,0.0,0
Siddipet,Telangana,October 2024,126,0.0,0
Siddipet,Telangana,September 2024,0,0.0,0
Siddipet,Telangana,August 2024,0,0.0,0
Cuttack,Odisha,October 2024,20,0.0,0
Cuttack,Odisha,September 2024,0,0.0,0
Cuttack,Odisha,August 2024,0,0.0,0
Raipur,Chhattisgarh,October 2024,25,0.0,0
Raipur,Chhattisgarh,September 2024,0,0.0,0
Raipur,Chhattisgarh,August 2024,0,0.0,0
Raipur,Chhattisgarh,October 2024,88,0.0,0
Raipur,Chhattisgarh,September 2024,0,0.0,0
Raipur,Chhattisgarh,August 2024,0,0.0,0
Pune,Maharashtra,October 2024,74,0.0,0
Pune,Maharashtra,September 2024,0,0.0,0
Pune,Maharashtra,August 2024,0,0.0,0
Thanjavur,Tamil Nadu,October 2024,4,0.0,0
Thanjavur,Tamil Nadu,September 2024,0,0.0,0
Thanjavur,Tamil Nadu,August 2024,0,0.0,0
Dubai,Dubai,October 2024,1,0.0,0
Dubai,Dubai,September 2024,0,0.0,0
Dubai,Dubai,August 2024,0,0.0,0
Vadakuthu,Tamil Nadu,October 2024,0,0.0,0
Vadakuthu,Tamil Nadu,September 2024,0,0.0,0
Vadakuthu,Tamil Nadu,August 2024,0,0.0,0
Salem,Tamil Nadu,October 2024,0,0.0,0
Salem,Tamil Nadu,September 2024,0,0.0,0
Salem,Tamil Nadu,August 2024,0,0.0,0
Coimbatore,Tamil Nadu,October 2024,0,0.0,0
Coimbatore,Tamil Nadu,September 2024,0,0.0,0
Coimbatore,Tamil Nadu,August 2024,0,0.0,0
New Delhi,Delhi,October 2024,9,0.0,0
New Delhi,Delhi,September 2024,0,0.0,0
New Delhi,Delhi,August 2024,0,0.0,0
Agra,Uttar Pradesh,October 2024,12,0.0,0
Agra,Uttar Pradesh,September 2024,0,0.0,0
Agra,Uttar Pradesh,August 2024,0,0.0,0
Karaikudi,Tamil Nadu,October 2024,0,0.0,0
Karaikudi,Tamil Nadu,September 2024,0,0.0,0
Karaikudi,Tamil Nadu,August 2024,0,0.0,0
Chennai,Tamil Nadu,October 2024,0,0.0,0
Chennai,Tamil Nadu,September 2024,0,0.0,0
Chennai,Tamil Nadu,August 2024,0,0.0,0
Bengaluru,Karnataka,October 2024,0,0.0,0
Bengaluru,Karnataka,September 2024,0,0.0,0
Bengaluru,Karnataka,August 2024,0,0.0,0
Tumakuru,Karnataka,October 2024,0,0.0,0
Tumakuru,Karnataka,September 2024,0,0.0,0
Tumakuru,Karnataka,August 2024,0,0.0,0
Bijainagar,Rajasthan,October 2024,0,0.0,0
Bijainagar,Rajasthan,September 2024,0,0.0,0
Bijainagar,Rajasthan,August 2024,0,0.0,0
Bengaluru,Karnataka,October 2024,0,0.0,0
Bengaluru,Karnataka,September 2024,0,0.0,0
Bengaluru,Karnataka,August 2024,0,0.0,0
